index,expected,prediction,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
160,3,2,-1.65722656,-1.05957031,0.248046875,0.20703125,0.0166015625,0.145507812,-1.6953125,-0.275390625,0.239257812,0.239257812
161,3,3,-2.26855469,0.549804688,1.01171875,2.29492188,-3.37402344,1.48730469,-1.64941406,-3.48632812,-0.493164062,-1.48925781
162,3,8,-1.22753906,-1.27929688,0.264648438,0.47265625,-0.895507812,-0.797851562,-1.87695312,-1.51269531,2.30859375,-0.23828125
163,3,3,-1.87402344,-0.0888671875,0.42578125,2.35742188,-2.34863281,0.278320312,-2.85253906,-1.43261719,0.55078125,-0.28125
164,3,3,-1.67773438,-0.703125,-0.01171875,1.23828125,-1.18457031,0.686523438,-2.48632812,0.33984375,-0.28125,0.140625
165,3,3,-2.22363281,-0.75390625,0.26171875,1.14257812,-0.811523438,0.684570312,-2.40820312,-0.318359375,-0.276367188,0.227539062
166,3,3,-1.82226562,-1.63378906,-0.166015625,1.80761719,-2.96679688,1.3828125,-3.64453125,0.598632812,-0.100585938,0.724609375
167,3,3,-1.95996094,-0.798828125,0.095703125,1.15722656,-0.663085938,0.766601562,-2.16113281,-0.48046875,-0.366210938,0.217773438
168,3,8,0.0205078125,-2.14453125,0.255859375,-0.947265625,-0.947265625,-1.25488281,0.0244140625,-3.16699219,3.61132812,-1.64257812
169,3,3,-1.76757812,-0.817382812,0.385742188,0.619140625,-0.423828125,0.083984375,-1.95605469,-0.087890625,0.125976562,0.095703125
170,3,8,-0.611328125,-1.83789062,0.259765625,1.14648438,-1.2265625,-2.07617188,-3.89160156,-0.733398438,2.29589844,0.249023438
171,3,3,-1.65234375,-1.11425781,0.025390625,1.20410156,-1.12988281,0.602539062,-2.72753906,0.131835938,0.099609375,0.553710938
172,3,8,2.28808594,-4.0859375,0.633789062,-2.69335938,-1.54296875,-2.45117188,-1.24316406,-2,4.46972656,-1.9765625
173,3,9,-1.04980469,-2.35253906,-1.76171875,-0.8046875,-0.33203125,1.00097656,-2.84472656,-0.1796875,1.25878906,1.40332031
174,3,3,-1.9375,-0.9140625,0.110351562,1.25195312,-1.17089844,0.96875,-2.12402344,-0.418945312,-0.192382812,0.309570312
175,3,3,-2.71386719,-0.483398438,0.159179688,1.41699219,-0.680664062,0.221679688,-3.22265625,-0.452148438,0.0390625,0.408203125
176,3,5,-1.95410156,-0.876953125,0.0869140625,0.350585938,-0.125976562,0.690429688,-1.6015625,-0.739257812,-0.139648438,0.145507812
177,3,8,2.09472656,-3.65429688,0.528320312,-3.46875,-0.911132812,-2.81542969,0.69921875,-3.89355469,4.87304688,-2.97363281
178,3,8,2.29589844,-4.78613281,1.08789062,-2.58496094,-1.10742188,-3.76660156,-0.438476562,-3.8671875,4.60644531,-2.94726562
179,3,3,-2.69824219,-0.588867188,-0.048828125,1.43554688,-0.505859375,0.474609375,-3.08886719,-0.590820312,-0.178710938,0.474609375
180,3,7,-1.60839844,-1.37988281,-0.185546875,1.62304688,-3.73828125,1.44824219,-4.6796875,2.42285156,-0.717773438,0.11328125
181,3,3,-1.73046875,-0.8125,0.0947265625,2.41308594,-2.08203125,-0.526367188,-4.34765625,-0.0986328125,0.83203125,0.342773438
